Predicted Value,Actual Value
232523.7845344806,317900.0
211050.63847288158,242700.0
213135.48550950203,253000.0
201097.9210588771,242500.0
145846.1094141584,212500.0
257377.73435210247,144200.0
158990.0730520293,275000.0
229189.36550359722,228500.0
178748.17312977003,229100.0
228524.64054554238,224200.0
232667.76808207302,215400.0
214339.91804191703,318400.0
186697.64711320406,265100.0
173757.40595045325,273100.0
295627.076162015,336400.0
252582.51247802874,347400.0
236886.7924913779,412000.0
289990.9408895168,405100.0
295864.3416362128,466900.0
306667.94077950343,450000.0
291079.1507396983,422400.0
227160.41265052615,369300.0
329056.4516450539,420300.0
255137.33831755127,387100.0
300024.95341772435,500001.0
223127.35203077266,457700.0
253806.64788606507,459200.0
373469.5999372156,500001.0
294432.9799148921,500001.0
319435.1309091975,450000.0
246616.91048056286,350000.0
268997.37704112614,353800.0
311537.1333354923,378100.0
312824.7717490653,500000.0
254604.88478362712,500000.0
419754.8426697218,500001.0
338877.879967085,500001.0
297919.26146356884,374200.0
253860.43948380556,434000.0
265147.41872888093,500001.0
259489.99877849885,500001.0
300276.5027041634,386400.0
266545.1611093044,359900.0
263190.0832378666,372200.0
252203.48162232756,410800.0
233907.4874633477,350600.0
331511.58392755693,345000.0
172122.73062855742,375000.0
254713.4482934976,433800.0
277414.59249756194,500001.0
553961.5597900419,500001.0
489830.1827437065,500001.0
648347.3632491926,500001.0
486211.411650385,500001.0
563475.5065900326,500001.0
572567.8107198953,500001.0
422575.59959423996,500001.0
670350.8600149257,500001.0
362793.97260549176,500001.0
415062.4323418734,500001.0
497943.29659713246,500001.0
256755.69370784186,300000.0
219320.95640702138,318400.0
255243.6285077436,290000.0
298600.71650617186,287900.0
216999.58072300107,285400.0
208837.68242454634,273000.0
234982.04240685757,258300.0
232824.57868112146,267300.0
163706.45190184432,233100.0
179361.87466630814,237900.0
184671.45784097625,234800.0
201948.9542153146,256300.0
229810.2085494937,292600.0
192521.5083831269,250000.0
226037.98281458954,283300.0
192946.97512832747,237500.0
308282.2763425297,500001.0
297467.3789542546,500001.0
215785.0598711651,415000.0
484266.5481050134,500001.0
264051.9409985593,500001.0
451076.3980276346,500001.0
344449.86589189846,500001.0
251498.28606748357,356900.0
209568.88586546737,296400.0
269053.9703862996,369700.0
255128.97324111394,397100.0
298974.7350150031,500001.0
272963.6859331077,407200.0
332469.6668305144,464600.0
315586.0292467818,413000.0
357736.76982814417,453100.0
314347.8425870714,411200.0
218926.54569810833,458500.0
297239.19622114825,480800.0
279546.35721577506,376600.0
308773.6586983357,384200.0
274104.6614762821,376800.0
332538.00283786934,457200.0
301288.52167203586,379100.0
245055.53512088925,340500.0
254470.23205673893,337800.0
276737.50963812147,368200.0
295615.88019531063,396900.0
265064.35433484067,388200.0
249830.8925708124,361700.0
295050.242014141,387100.0
244998.30313309195,354100.0
248929.09877716898,393800.0
235891.85619292717,385400.0
202680.29640939698,352800.0
225964.10211556943,342800.0
176142.9211617083,272900.0
244647.13835858714,309700.0
252610.50379896828,316000.0
267421.1173272603,330100.0
204881.11266940166,292900.0
220832.19787829657,273700.0
239307.88575056737,271100.0
255813.55680690223,270900.0
243348.82363387107,271800.0
247864.3986218363,276100.0
269052.19658988086,339400.0
275110.32438020833,282000.0
290274.5425797701,289400.0
280202.9686194673,274800.0
315538.68066094664,305800.0
290188.11459546816,443800.0
257243.4283569926,500001.0
316876.2576422537,338200.0
329230.1025143347,376000.0
357888.3947787615,483300.0
263344.67226646875,375700.0
286775.83486716624,292100.0
323961.94541144156,322200.0
249868.20309896884,327800.0
370268.970000242,500001.0
321909.0435369467,417300.0
271051.0948611181,438800.0
315420.0605512288,419700.0
389670.11909675907,500001.0
287739.4893812798,391000.0
292759.4966027945,404000.0
278723.6420545704,430300.0
248929.59503224352,270100.0
256811.68821462555,293200.0
272082.5977651108,293200.0
268185.41003875365,294200.0
267417.82029247977,298100.0
273110.8874923684,282400.0
200601.79975868342,310600.0
264919.77072211244,438000.0
269806.6828142582,310900.0
211845.9839257892,267400.0
240550.5090041235,286700.0
287297.2076510002,388100.0
232139.2464722514,397800.0
221513.80774989942,435200.0
271813.6592976279,397900.0
347424.90831306315,386800.0
282138.14766863635,417000.0
269722.4638856923,391000.0
383224.5205372041,382200.0
354140.68345390743,435800.0
383042.2470441642,419200.0
352030.51715365564,491200.0
213296.48107445615,339700.0
297085.0256812147,414800.0
306323.01896231406,426400.0
184963.2869229351,256300.0
287886.325581062,258100.0
262731.59449858096,289400.0
261438.9155930638,253800.0
265709.1704229115,364900.0
241689.5956309538,323800.0
217413.15683402412,341500.0
231331.64891730418,360500.0
275936.0503068541,345000.0
238919.95048605537,349600.0
263432.73423799017,395500.0
326013.9558238808,394700.0
301304.47705071827,374800.0
347546.0504867002,431300.0
310455.6663128618,500001.0
327868.1733857853,457200.0
388798.9360132457,500001.0
276707.27211612166,451300.0
342948.3755075682,500001.0
340423.9674450918,495900.0
320658.50134493364,500001.0
343828.6603335142,500001.0
268436.75137790595,314100.0
262999.69584488706,440300.0
316619.88020900823,308800.0
281372.47043894994,305000.0
293538.80273619504,383200.0
359662.9611039898,500001.0
269392.7518315336,362100.0
250990.65854881066,361900.0
327730.067330239,362700.0
224045.64128809646,427600.0
233984.81496602832,265600.0
171841.47260782425,247200.0
115885.5345857258,241700.0
171331.18305355028,225000.0
166071.50917377722,229500.0
180703.0220257078,250000.0
142251.45355794634,500001.0
316632.8952813611,435900.0
339452.1555328493,422500.0
316006.92938627093,311800.0
204022.85126909197,366000.0
206779.87697250946,87500.0
225859.353229153,265300.0
172574.442268184,237500.0
151792.05859732756,218100.0
108198.48033951402,270000.0
262763.4713615219,233600.0
191739.38386221312,263500.0
239245.26316564588,267000.0
254777.9319087213,286900.0
273529.4804022802,312300.0
242212.34571282062,278200.0
182971.48042181472,320800.0
151394.45211764664,232800.0
139646.90762270652,202800.0
161032.3006564787,211000.0
196670.74476474273,255300.0
252988.53544540188,322800.0
151126.3387927451,166700.0
255330.51860897604,272800.0
209382.0259648701,267700.0
256822.1466555084,276600.0
186810.6716954918,298400.0
248232.52766945612,318600.0
224195.70545050458,303100.0
228335.96038710186,363700.0
260205.03700116507,333800.0
327414.4768087778,443300.0
309759.28407981707,343500.0
277618.381091679,496000.0
285988.98541460844,343600.0
243417.74245646293,342700.0
266875.73110800853,395100.0
360833.7228634126,469900.0
284871.9633816657,409300.0
446252.67007060413,500001.0
661095.8102027602,500001.0
656121.3966401404,500001.0
507358.96742133144,500001.0
677316.5792666877,500001.0
667994.3622516079,500001.0
460471.82490437623,500001.0
601230.2743316551,500001.0
289791.7734544222,341700.0
299947.93501220155,352700.0
147447.4130056867,162600.0
128412.86975893221,157300.0
693378.7271067377,500001.0
205825.69655318788,148900.0
175379.8965724761,160600.0
199670.6634753745,159400.0
234866.0376905314,173400.0
140880.5456171137,159400.0
196010.1716727517,159600.0
135540.82954997628,155700.0
182423.5907622443,185600.0
242109.41819124468,166700.0
151352.51460492314,156600.0
154609.1474279357,145500.0
163662.24006115497,151500.0
261396.80817907015,308600.0
259482.89473324417,189000.0
294697.06030614354,326400.0
307190.60714656685,379600.0
328374.6653750531,417800.0
388103.7574279991,412500.0
269015.96394571173,410200.0
442987.37959826423,500001.0
291515.1096094972,500001.0
249563.66377207308,500001.0
280998.22311732423,500001.0
260719.76800267445,460200.0
313271.33265295665,394300.0
267476.5717777,464600.0
402792.8716685266,500001.0
436371.0881259862,500001.0
425188.14785226824,500001.0
358069.20144523063,500001.0
246053.48958019074,500001.0
280932.17256327695,444500.0
338491.9183342771,472800.0
284147.4788547999,500001.0
410281.41148058744,500001.0
297101.6242415242,500001.0
347560.94254818483,500001.0
417269.16852193774,500001.0
440360.78408482124,500001.0
541442.5766518888,500001.0
394956.57339640666,500001.0
450624.6511761257,500001.0
500057.82615433435,500001.0
577221.7403778399,500001.0
391707.2371265641,500001.0
276245.6640644581,350000.0
414278.89269596635,500001.0
665385.5141340345,500001.0
469691.5518996955,500001.0
325356.3771721495,500001.0
370750.1962889932,500001.0
671261.7614806684,500001.0
491082.63849209546,500001.0
366706.6560918232,500001.0
471660.56527954864,500001.0
267290.0778395213,411300.0
230021.79834783025,334600.0
179676.65911502906,319200.0
230208.88210991843,318500.0
296506.12268035667,364300.0
260296.23796338306,345100.0
288594.0772032039,331100.0
281892.64054001047,368000.0
329468.6368886633,355800.0
362958.0826252748,371800.0
224956.25279085845,500000.0
243315.10718095914,354300.0
348055.5253683092,500001.0
374505.08835154015,456300.0
330701.78416249366,500001.0
286162.43212816195,277700.0
255925.58860829903,319400.0
191770.767646319,286100.0
220033.13994597748,295300.0
153878.029840624,450000.0
273734.841586854,348700.0
222107.4533912625,395000.0
129887.20834422902,327300.0
179537.61510294687,290900.0
351525.55988282553,500001.0
288045.7115130335,438400.0
298051.4985883695,500001.0
269003.1665688499,340400.0
235382.23525896927,294500.0
184559.08537083643,279500.0
159765.22746181313,275000.0
227692.19808431124,357400.0
179314.37225144973,320600.0
169054.60501758358,243800.0
142688.3166916307,255000.0
199279.36356891965,267000.0
195841.81877760004,279200.0
327745.78800452274,500001.0
255536.51705496846,443000.0
280052.85850696557,418400.0
236104.1173904276,458600.0
196842.03545017858,320600.0
180738.78892692854,300000.0
367686.4030900573,500001.0
293430.08571438043,381800.0
280074.2661252803,384400.0
278740.50272857415,376000.0
271357.10714585375,293800.0
219547.8222786846,289900.0
268697.8525743747,351100.0
337701.08839052456,415600.0
170898.96257644796,353000.0
292597.763360497,383100.0
339013.1193233799,500001.0
245892.2563768798,443600.0
184977.95133765088,318800.0
186474.84959217365,280600.0
302676.80809965637,387700.0
399851.74252560677,500001.0
214052.35240570598,500001.0
308881.13171662274,500001.0
212573.96701595598,500001.0
271825.06672024325,463800.0
148825.12847954562,228100.0
162308.48345441354,236000.0
210803.77954428206,251200.0
199440.591007367,364300.0
165033.59802628594,236800.0
147704.04602916114,241400.0
140331.94189556,246700.0
142255.83807854026,232600.0
198443.54041334742,293800.0
132737.5550249071,350000.0
196755.26170051287,362500.0
103681.06735254441,253600.0
178710.89751341147,258300.0
190814.170988053,237500.0
205562.5371172848,246900.0
163308.00118106115,259100.0
180023.14398337106,258300.0
191314.2520728193,247900.0
162756.95023459248,226500.0
216946.08458962076,264700.0
155976.75194201444,250000.0
185743.76079481273,260100.0
250442.39275627566,261000.0
237862.7671989199,252900.0
151079.250753444,230800.0
159385.8400842713,231800.0
212228.85945194773,335200.0
220190.15579861106,364000.0
252668.73455594358,336400.0
234944.72481046434,326800.0
195126.45305669183,312500.0
230498.57573814248,341800.0
231589.30500754985,395100.0
195105.41404692945,255000.0
146632.0683870507,226500.0
153508.81409833458,236100.0
175928.31208659487,281300.0
187673.73228546133,500000.0
236845.7713203471,283200.0
254414.93222683066,340400.0
328361.7953854849,500001.0
143211.70355349156,261000.0
255942.5834650312,413900.0
260116.9513206129,392800.0
259357.26394922502,335300.0
280062.8567480661,346200.0
225620.1982573731,350000.0
189550.05018853705,335000.0
255312.34162636258,329400.0
269455.11717014736,322600.0
411393.1727167835,500001.0
298288.61598200625,500001.0
317650.39984018664,500001.0
239065.49466226192,500001.0
266239.8960377684,500001.0
438862.72385187744,500001.0
397568.2684830021,500001.0
196535.21050931208,297400.0
202955.72499352373,279700.0
249514.71297576607,301300.0
123276.79858351321,314300.0
155096.64860696555,250000.0
181406.12847920018,346000.0
169584.70589899246,251000.0
170542.47112215645,300000.0
157224.22015528186,248700.0
287843.90966282395,500001.0
151965.90405536714,500001.0
270665.0862892782,425000.0
224970.0500185455,500001.0
210348.27456528644,335000.0
546322.0966538473,500001.0
215857.2786831482,230600.0
158207.87678377397,62100.0
183354.9828008454,400000.0
158744.34037974293,230800.0
164765.17995128626,226400.0
206987.66186683334,227900.0
212903.35082282472,215200.0
246964.29687155923,394900.0
255600.29714420033,290900.0
160742.4640380397,243100.0
160561.67641875715,500001.0
133180.08885947865,309800.0
212237.81474047195,259800.0
282572.0023390825,500001.0
251568.14654426996,289400.0
201741.55013490384,375000.0
208518.93540970096,272300.0
249541.24219797138,367000.0
274427.0642648581,440000.0
132772.8135123472,84400.0
252825.30734563898,390200.0
210405.1595231542,292900.0
233478.37705150503,226800.0
135569.3231393618,150000.0
128850.61758933448,120100.0
253725.88992676995,269700.0
286251.2907885256,275100.0
320746.6538707902,328700.0
227539.33598799777,194000.0
150948.52556833767,114800.0
123211.15005068241,275000.0
227818.95058454244,157900.0
210224.49838078712,158000.0
191940.61010743986,168100.0
184147.2247807844,141500.0
215878.2424672179,326800.0
186168.6107614018,341200.0
168203.67181475376,212700.0
182683.52320049933,144700.0
207734.06720381277,164000.0
180355.4400130733,165500.0
236170.21578304726,162500.0
246915.47986325526,158000.0
228818.89890590872,158200.0
230503.98798212767,158600.0
219796.6972254904,195700.0
217892.94289354482,193000.0
198079.86100248853,157700.0
210753.5899241016,201700.0
212451.00305000882,199600.0
248754.88888355298,158900.0
222010.58087935584,193600.0
149797.28264801824,131500.0
192198.32543961983,146700.0
175826.85264068018,136100.0
216583.1165203125,181800.0
165478.78148075234,133700.0
151678.00757283595,186500.0
157949.7507017663,218300.0
182039.54343079388,128600.0
199427.63539010778,130100.0
217405.68477265208,160700.0
229265.35144071258,162900.0
120584.01264627499,136900.0
201413.76932126092,151400.0
136852.92418694968,132000.0
92005.97356024664,130800.0
195543.28478416847,139800.0
194303.1760992775,148300.0
196204.30710599315,149800.0
193255.06642727758,226800.0
216918.31239673254,152500.0
202923.80271459045,190100.0
218989.9259829343,261000.0
145676.13870332044,137300.0
95469.54286100864,110300.0
166566.91624513158,113700.0
151944.8096343556,129300.0
161456.21035849868,131300.0
148214.5026410026,108300.0
179289.5584994817,112500.0
170907.28452620373,117600.0
104800.55365367966,129200.0
148701.0169329535,113300.0
164114.61768470248,104200.0
139704.67939564527,121400.0
117904.8080736571,90200.0
178400.45757028818,147200.0
115665.85501038273,109400.0
100401.24097926157,87500.0
133214.91251937835,67500.0
149433.5742350627,106400.0
107014.693259064,98500.0
115788.28045263687,122700.0
137301.61092438537,162500.0
184129.08219699052,120600.0
143454.65315031624,115500.0
101573.83661763731,97800.0
128537.64736244312,83200.0
138921.9192762041,89100.0
98272.15461197535,86100.0
143802.8057452933,73800.0
-24277.863030092296,28300.0
215850.0285926181,136400.0
101524.0533849028,118800.0
100628.26806393097,117500.0
130427.89979870993,129400.0
157657.63411556048,120400.0
146588.51029059172,128100.0
61321.714090149406,83300.0
201690.7039768672,163400.0
204746.296598322,134600.0
183648.82808270716,135400.0
142857.01972829062,111500.0
135518.35945658118,103300.0
138316.30620672804,109300.0
142517.20212885656,130200.0
190813.55141274116,150700.0
170229.8145628811,134700.0
129115.68754095523,134000.0
130412.55891705057,135300.0
162859.45430109728,131600.0
117317.22246430324,87500.0
193894.73845224624,146600.0
150991.4989852483,148000.0
178935.19503783272,138000.0
168268.12036862553,112500.0
213865.49030958294,150000.0
237945.12682709438,172400.0
217159.12934782016,142400.0
196817.79771396352,198300.0
167789.13976392185,135200.0
202398.62432352838,166600.0
156982.72726195608,239300.0
183291.23976021307,172600.0
216805.66707097777,134400.0
237428.82488324898,180100.0
186529.7755037933,142200.0
251225.5149144306,223100.0
303322.805810407,249300.0
230594.82889694694,207200.0
218263.6446309346,152700.0
260609.2583087157,183800.0
224033.70670745033,290600.0
182957.73227364587,125800.0
193777.7546843037,128300.0
267064.76825525187,307400.0
132426.63894023144,225000.0
121714.21785708125,216700.0
-26354.910877265316,37500.0
198214.98990776046,229500.0
222733.86591094505,282500.0
208071.43278124032,223100.0
191436.84700052082,312200.0
280344.48701310105,268800.0
263975.2056918198,280900.0
211025.55641631634,274300.0
283736.40112601966,331200.0
277245.9164442431,276800.0
333835.22022654995,432200.0
311169.17164796777,384400.0
292203.2720800588,348200.0
256060.94864392458,261400.0
250207.2225164309,268300.0
242795.2440647267,271200.0
267768.8135022725,402600.0
183999.71190850306,425000.0
103131.60850762513,316700.0
104864.39924549556,325000.0
109885.89965650052,187500.0
303213.15528949315,334000.0
235259.6134457745,288900.0
300130.9548933495,333800.0
189834.89771278182,198400.0
249962.20881252128,295400.0
171914.01390204357,206300.0
174818.31191388314,112500.0
210282.7667782521,150000.0
162335.2733088538,228200.0
153837.44632232946,260000.0
153876.9248650234,205000.0
250367.38483259061,342500.0
418719.21218636713,500001.0
424521.5486787413,500001.0
243675.77790760246,280200.0
228250.2599129781,271500.0
260638.19982058712,276400.0
210060.928450405,271800.0
240350.88988717747,353400.0
223596.39564714444,276200.0
167128.993201344,182500.0
178633.3852751634,186100.0
195459.439160104,210700.0
195482.46856273673,181900.0
195082.6875869103,237500.0
191142.46509603848,227100.0
228259.29976912914,185300.0
216999.6657189864,245800.0
171060.91388648597,212500.0
172870.9736952754,204200.0
233492.4862069533,239200.0
260455.41885201156,391300.0
303977.87625329744,295800.0
279882.5411975155,301100.0
215678.91698529798,292200.0
293906.6830091518,421000.0
225094.28985008987,330500.0
198871.94722988352,240900.0
169228.9863841973,187500.0
275933.92566833843,330600.0
298044.01650718116,299500.0
214840.67865146283,200000.0
216789.38834635154,209500.0
127768.71380603284,200000.0
217432.19916114953,166700.0
163167.03917272843,162500.0
137547.6794999873,212500.0
176354.39707574848,225000.0
95628.49016225064,187500.0
174163.05501602907,177500.0
174127.425410216,190600.0
106128.58295512617,350000.0
152438.01105863607,204200.0
170954.32393298196,188900.0
230752.7606378818,199000.0
218311.49169416734,193000.0
189174.33308820534,183100.0
175677.5830503771,170800.0
173405.2775692895,193800.0
234218.42785263446,193500.0
185016.41345316108,174500.0
166244.31626032642,194400.0
189707.4338210607,183500.0
179209.06340349495,325900.0
341841.57921924104,309000.0
139878.8114841723,289100.0
160135.6426407335,302900.0
183097.82867681657,153700.0
165364.90333958407,174100.0
165272.05206200073,183700.0
150130.35840123307,177300.0
167276.5539422785,185200.0
160845.85161755668,175000.0
155363.93478771637,213600.0
179048.09294167612,270300.0
188360.7826457628,205900.0
149485.90523880054,192500.0
157367.66397712188,172500.0
141229.57177824012,169300.0
174272.18552700776,172500.0
131889.27283472175,184900.0
191490.00521557848,184800.0
260493.27186396898,223600.0
328387.77629587566,281100.0
222815.18045843288,220600.0
195470.13013171003,180800.0
189945.56649818085,216300.0
201248.01976378539,167500.0
157682.72878463726,250000.0
272045.698652065,225800.0
233383.2694926905,184700.0
212055.828039374,192600.0
157495.07297934603,165600.0
159767.1503245455,198400.0
248878.58678489635,211300.0
255550.48321773016,246400.0
212392.32967212508,280500.0
237392.50198284624,293000.0
147517.82566236428,233300.0
200130.4036436015,229800.0
268425.2009755234,241100.0
184110.4650444984,247900.0
250914.2493975231,292500.0
172537.21387581527,252800.0
283132.9368260158,213900.0
310994.37955354026,234200.0
234807.98396135098,310100.0
211286.31055625962,345800.0
239398.8874147258,332600.0
276420.0652685005,340000.0
255413.9819463689,345900.0
241642.7206807395,327600.0
212363.85059234238,344700.0
199066.35894380603,265000.0
200241.41941568314,235200.0
